idx,run,type,label1,sublabel1,label2,image,file,x,y,frequency-across-4runs,aspectratio
74,2,double,face,face,place,S12-E1520_01495.png,S12-E1520_01495.png,179,139,1,2
75,2,double,face,face,word,S11-E1391_00440.png,S11-E1391_00440.png,147,174,1,2
76,2,double,face,face,word,S11-E1391_02363.png,S11-E1391_02363.png,121,153,1,2
77,2,double,number,numbersingle,face,S02-E0138_01143.png,S02-E0138_01143.png,83,102,1,2
78,2,double,number,numbersingle,face,S02-E0251_01896.png,S02-E0251_01896.png,188,292,1,2
79,2,single,number,numbersingle,none,S36-E4085_01985.png,S36-E4085_01985.png,264,264,1,2
80,2,single,number,numbersingleNS,none,S47-E4703_01087.png,S47-E4703_01087.png,93,138,1,3
81,2,single,number,numbersingleNS,none,S43-E4305_02831.png,S43-E4305_02831.png,323,109,1,3
82,2,single,number,numbersingle,none,S31-E3876_00861.png,S31-E3876_00861.png,242,170,1,2
83,2,none,none,none,none,s003.png,s003.png,150,844,4,1
84,2,none,none,none,none,s004.png,s004.png,380,150,4,1
85,2,single,number,number,none,S44-E4424_03375.png,S44-E4424_03375.png,304,173,4,3
86,2,single,number,number,none,S43-E4325_02069.png,S43-E4325_02069.png,316,170,4,3
87,2,single,number,numbersingle,none,S38-E4158_01946.png,S38-E4158_01946.png,242,138,4,2
88,2,double,number,numbersingle,place,S12-E1520_03426.png,S12-E1520_03426.png,225,187,1,2
89,2,double,number,number,place,S11-E1391_00876.png,S11-E1391_00876.png,245,134,1,2
90,2,double,number,number,word,S7-E839_03488.png,S7-E839_03488.png,243,187,1,3
91,2,double,number,numbersingle,word,S12-E1520_00902.png,S12-E1520_00902.png,220,163,1,2
92,2,double,place,place,face,S07-E0822_01791.png,S07-E0822_01791.png,97,143,1,2
93,2,double,place,place,face,S02-E0272_00081.png,S02-E0272_00081.png,315,119,1,2
94,2,single,place,place,none,S47-E4713_01452.png,S47-E4713_01452.png,207,149,1,3
95,2,single,place,place,none,S18-E2279_03425.png,S18-E2279_03425.png,289,221,1,2
96,2,single,place,place,none,S44-E4419_01068.png,S44-E4419_01068.png,147,194,1,3
97,2,single,place,place,none,S30-E3789_00688.png,S30-E3789_00688.png,243,212,1,2
98,2,none,none,none,none,s005.png,s005.png,380,500,4,1
99,2,none,none,none,none,s006.png,s006.png,380,844,4,1
100,2,single,place,place,none,S34-E4033_02868.png,S34-E4033_02868.png,222,231,4,2
101,2,single,place,place,none,S40-E4208_03086.png,S40-E4208_03086.png,320,200,4,3
102,2,single,place,place,none,S40-E4209_01810.png,S40-E4209_01810.png,385,212,4,3
103,2,double,place,place,number,S48-E4824_01215.png,S48-E4824_01215.png,338,91,1,3
104,2,double,place,place,number,S10-E1241_02956.png,S10-E1241_02956.png,141,116,1,2
105,2,double,place,place,word,S47-E4725_00082.png,S47-E4725_00082.png,74,156,1,3
106,2,double,place,place,word,S11-E1391_00346.png,S11-E1391_00346.png,285,159,1,2
107,2,double,word,word,face,S02-E0139_01557.png,S02-E0139_01557.png,298,133,1,2
108,2,double,word,wordletter,face,S11-E1400_01117.png,S11-E1400_01117.png,325,162,1,2
109,2,single,word,wordletter,none,S1-E90_01144.png,S1-E90_01144.png,307,200,1,2
110,2,single,word,wordletter,none,S44-E4409_01380.png,S44-E4409_01380.png,328,177,1,3
111,2,single,word,wordletter,none,S11-E1391_03434.png,S11-E1391_03434.png,232,172,1,2
112,2,single,word,wordletter,none,S12-E1520_00757.png,S12-E1520_00757.png,211,197,1,2
113,2,none,none,none,none,s007.png,s007.png,610,150,4,1
114,2,none,none,none,none,s008.png,s008.png,610,500,4,1
115,2,single,word,wordletter,none,S43-E4316_01000.png,S43-E4316_01000.png,310,177,4,3
116,2,single,word,wordletter,none,S34-E4046_02024.png,S34-E4046_02024.png,225,209,4,2
117,2,single,word,wordletter,none,S35-E4060_01066.png,S35-E4060_01066.png,239,180,4,2
118,2,double,word,wordletter,number,S11-E1400_03419.png,S11-E1400_03419.png,257,183,1,2
119,2,double,word,word,number,S7-E839_03460.png,S7-E839_03460.png,91,49,1,3
120,2,double,word,wordletter,place,S47-E4733_00788.png,S47-E4733_00788.png,320,225,1,3
121,2,double,word,word,place,S11-E1391_00671.png,S11-E1391_00671.png,153,223,1,2
122,2,none,none,none,none,s009.png,s009.png,610,844,4,1
123,3,single,face,face,none,S43-E4326_00953.png,S43-E4326_00953.png,391,120,1,3
124,3,single,face,face,none,S36-E4086_01267.png,S36-E4086_01267.png,290,190,1,2
125,3,single,face,face,none,S43-E4324_01173.png,S43-E4324_01173.png,354,129,1,3
126,3,single,face,face,none,S35-E4057_00523.png,S35-E4057_00523.png,238,115,1,2
127,3,none,none,none,none,s001.png,s001.png,150,150,4,1
128,3,none,none,none,none,s002.png,s002.png,150,500,4,1
129,3,single,face,face,none,S36-E4086_01262.png,S36-E4086_01262.png,223,166,4,2
130,3,single,face,face,none,S44-E4401_00818.png,S44-E4401_00818.png,369,94,4,3
131,3,single,face,face,none,S48-E4831_00758.png,S48-E4831_00758.png,210,50,4,3
132,3,double,face,face,number,S07-E0822_01378.png,S07-E0822_01378.png,187,81,1,2
133,3,double,face,face,number,S07-E0892_03301.png,S07-E0892_03301.png,231,122,1,2
134,3,double,face,face,place,S39-E4167_02023.png,S39-E4167_02023.png,318,91,1,3
135,3,double,face,face,place,S39-E4169_00874.png,S39-E4169_00874.png,329,58,1,3
136,3,double,face,face,word,S46-E4611_00762.png,S46-E4611_00762.png,241,165,1,3
137,3,double,face,face,word,S47-E4727_01179.png,S47-E4727_01179.png,454,151,1,3
138,3,double,number,numbersingle,face,S10-E1314_03087.png,S10-E1314_03087.png,258,168,1,2
139,3,double,number,number,face,S02-E0139_00478.png,S02-E0139_00478.png,200,255,1,2
140,3,single,number,numberNS,none,S47-E4702_01228.png,S47-E4702_01228.png,318,183,1,3
141,3,single,number,numberNS,none,S27-E3485_03169.png,S27-E3485_03169.png,338,175,1,2
142,3,single,number,number,none,S43-E4326_01906.png,S43-E4326_01906.png,316,197,1,3
143,3,single,number,number,none,S35-E4060_02213.png,S35-E4060_02213.png,238,175,1,2
144,3,none,none,none,none,s003.png,s003.png,150,844,4,1
145,3,none,none,none,none,s004.png,s004.png,380,150,4,1
146,3,single,number,number,none,S44-E4424_03375.png,S44-E4424_03375.png,304,173,4,3
147,3,single,number,number,none,S43-E4325_02069.png,S43-E4325_02069.png,316,170,4,3
148,3,single,number,numbersingle,none,S38-E4158_01946.png,S38-E4158_01946.png,242,138,4,2
149,3,double,number,numbersingle,place,S18-E2263_00704.png,S18-E2263_00704.png,221,146,1,2
150,3,double,number,numbersingle,place,S29-E3721_02279.png,S29-E3721_02279.png,249,101,1,2
151,3,double,number,number,word,S1-E90_03542.png,S1-E90_03542.png,215,205,1,2
152,3,double,number,numbersingle,word,S18-E2263_00027.png,S18-E2263_00027.png,103,78,1,2
153,3,double,place,place,face,S40-E4194_02205.png,S40-E4194_02205.png,381,252,1,3
154,3,double,place,place,face,S47-E4725_00811.png,S47-E4725_00811.png,322,202,1,3
155,3,single,place,place,none,S11-E1443_00408.png,S11-E1443_00408.png,232,243,1,2
156,3,single,place,place,none,S47-E4719_00747.png,S47-E4719_00747.png,281,169,1,3
157,3,single,place,place,none,S44-E4417_02261.png,S44-E4417_02261.png,326,218,1,3
158,3,single,place,place,none,S38-E4136_01142.png,S38-E4136_01142.png,371,127,1,2
159,3,none,none,none,none,s005.png,s005.png,380,500,4,1
160,3,none,none,none,none,s006.png,s006.png,380,844,4,1
161,3,single,place,place,none,S34-E4033_02868.png,S34-E4033_02868.png,222,231,4,2
162,3,single,place,place,none,S40-E4208_03086.png,S40-E4208_03086.png,320,200,4,3
163,3,single,place,place,none,S40-E4209_01810.png,S40-E4209_01810.png,385,212,4,3
164,3,double,place,place,number,S01-E0085_02575.png,S01-E0085_02575.png,225,203,1,2
165,3,double,place,place,number,S10-E1241_02105.png,S10-E1241_02105.png,142,191,1,2
166,3,double,place,place,word,S47-E4710_00409.png,S47-E4710_00409.png,448,73,1,3
167,3,double,place,place,word,S02-E0251_01603.png,S02-E0251_01603.png,257,112,1,2
168,3,double,word,wordletter,face,S02-E0138_02233.png,S02-E0138_02233.png,256,188,1,2
169,3,double,word,word,face,S44-E4409_01308.png,S44-E4409_01308.png,225,95,1,3
170,3,single,word,word,none,S46-E4627_00713.png,S46-E4627_00713.png,324,173,1,3
171,3,single,word,word,none,S46-E4605_00666.png,S46-E4605_00666.png,227,86,1,3
172,3,single,word,word,none,S16-E1989_00914.png,S16-E1989_00914.png,225,275,1,2
173,3,single,word,word,none,S45-E4502_01582.png,S45-E4502_01582.png,384,151,1,3
174,3,none,none,none,none,s007.png,s007.png,610,150,4,1
175,3,none,none,none,none,s008.png,s008.png,610,500,4,1
176,3,single,word,wordletter,none,S43-E4316_01000.png,S43-E4316_01000.png,310,177,4,3
177,3,single,word,wordletter,none,S34-E4046_02024.png,S34-E4046_02024.png,225,209,4,2
178,3,single,word,wordletter,none,S35-E4060_01066.png,S35-E4060_01066.png,239,180,4,2
179,3,double,word,word,number,S13-E1585_01153.png,S13-E1585_01153.png,241,304,1,2
180,3,double,word,word,number,S29-E3758_02043.png,S29-E3758_02043.png,76,256,1,2
181,3,double,word,word,place,S43-E4305_02385.png,S43-E4305_02385.png,311,88,1,3
182,3,double,word,word,place,S43-E4310_01170.png,S43-E4310_01170.png,394,158,1,3
183,3,none,none,none,none,s009.png,s009.png,610,844,4,1
184,4,single,face,face,none,S43-E4324_01101.png,S43-E4324_01101.png,360,144,1,3
185,4,single,face,face,none,S43-E4324_01055.png,S43-E4324_01055.png,117,137,1,3
186,4,single,face,face,none,S21-E2745_01421.png,S21-E2745_01421.png,340,132,1,2
187,4,single,face,face,none,S43-E4324_02503.png,S43-E4324_02503.png,350,70,1,3
188,4,none,none,none,none,s001.png,s001.png,150,150,4,1
189,4,none,none,none,none,s002.png,s002.png,150,500,4,1
190,4,single,face,face,none,S36-E4086_01262.png,S36-E4086_01262.png,223,166,4,2
191,4,single,face,face,none,S44-E4401_00818.png,S44-E4401_00818.png,369,94,4,3
192,4,single,face,face,none,S48-E4831_00758.png,S48-E4831_00758.png,210,50,4,3
193,4,double,face,face,number,S47-E4709_01381.png,S47-E4709_01381.png,320,138,1,3
194,4,double,face,face,number,S47-E4733_00780.png,S47-E4733_00780.png,292,81,1,3
195,4,double,face,face,place,S43-E4324_01037.png,S43-E4324_01037.png,329,177,1,3
196,4,double,face,face,place,S07-E0892_02875.png,S07-E0892_02875.png,256,118,1,2
197,4,double,face,face,word,S13-E1585_00605.png,S13-E1585_00605.png,258,163,1,2
198,4,double,face,face,word,S23-E3005_02141.png,S23-E3005_02141.png,242,119,1,2
199,4,double,number,number,face,S43-E4310_02054.png,S43-E4310_02054.png,317,177,1,3
200,4,double,number,number,face,S11-E1425_01483.png,S11-E1425_01483.png,265,204,1,2
201,4,single,number,numberNS,none,S7-E839_01956.png,S7-E839_01956.png,355,270,1,3
202,4,single,number,number,none,S45-E4502_02102.png,S45-E4502_02102.png,283,177,1,3
203,4,single,number,numberNS,none,S44-E4409_03068.png,S44-E4409_03068.png,270,252,1,3
204,4,single,number,numbersingle,none,S34-E4046_01107.png,S34-E4046_01107.png,260,171,1,2
205,4,none,none,none,none,s003.png,s003.png,150,844,4,1
206,4,none,none,none,none,s004.png,s004.png,380,150,4,1
207,4,single,number,number,none,S44-E4424_03375.png,S44-E4424_03375.png,304,173,4,3
208,4,single,number,number,none,S43-E4325_02069.png,S43-E4325_02069.png,316,170,4,3
209,4,single,number,numbersingle,none,S38-E4158_01946.png,S38-E4158_01946.png,242,138,4,2
210,4,double,number,numbersingle,place,S10-E1241_02126.png,S10-E1241_02126.png,249,227,1,2
211,4,double,number,numbersingle,place,S13-E1645_01724.png,S13-E1645_01724.png,207,150,1,2
212,4,double,number,number,word,S11-E1425_01522.png,S11-E1425_01522.png,244,238,1,2
213,4,double,number,numbersingle,word,S16-E2040_00966.png,S16-E2040_00966.png,174,59,1,2
214,4,double,place,place,face,S12-E1520_01776.png,S12-E1520_01776.png,290,225,1,2
215,4,double,place,place,face,S18-E2279_00381.png,S18-E2279_00381.png,254,213,1,2
216,4,single,place,place,none,S11-E1400_02431.png,S11-E1400_02431.png,215,237,1,2
217,4,single,place,place,none,S11-E1400_02373.png,S11-E1400_02373.png,288,225,1,2
218,4,single,place,place,none,S1-E90_02966.png,S1-E90_02966.png,69,219,1,2
219,4,single,place,place,none,S1-E90_02103.png,S1-E90_02103.png,428,151,1,2
220,4,none,none,none,none,s005.png,s005.png,380,500,4,1
221,4,none,none,none,none,s006.png,s006.png,380,844,4,1
222,4,single,place,place,none,S34-E4033_02868.png,S34-E4033_02868.png,222,231,4,2
223,4,single,place,place,none,S40-E4208_03086.png,S40-E4208_03086.png,320,200,4,3
224,4,single,place,place,none,S40-E4209_01810.png,S40-E4209_01810.png,385,212,4,3
225,4,double,place,place,number,S14-E1710_00058.png,S14-E1710_00058.png,243,58,1,2
226,4,double,place,place,number,S05-E0606_02150.png,S05-E0606_02150.png,161,227,1,2
227,4,double,place,place,word,S02-E0272_00089.png,S02-E0272_00089.png,260,134,1,2
228,4,double,place,place,word,S14-E1710_00046.png,S14-E1710_00046.png,124,168,1,2
229,4,double,word,wordletter,face,S07-E0822_03079.png,S07-E0822_03079.png,302,129,1,2
230,4,double,word,word,face,S07-E0822_00755.png,S07-E0822_00755.png,213,129,1,2
231,4,single,word,word,none,S35-E4060_01268.png,S35-E4060_01268.png,250,157,1,2
232,4,single,word,word,none,S35-E4060_01146.png,S35-E4060_01146.png,260,209,1,2
233,4,single,word,word,none,S44-E4409_02215.png,S44-E4409_02215.png,380,254,1,3
234,4,single,word,word,none,S44-E4401_01319.png,S44-E4401_01319.png,482,61,1,3
235,4,none,none,none,none,s007.png,s007.png,610,150,4,1
236,4,none,none,none,none,s008.png,s008.png,610,500,4,1
237,4,single,word,wordletter,none,S43-E4316_01000.png,S43-E4316_01000.png,310,177,4,3
238,4,single,word,wordletter,none,S34-E4046_02024.png,S34-E4046_02024.png,225,209,4,2
239,4,single,word,wordletter,none,S35-E4060_01066.png,S35-E4060_01066.png,239,180,4,2
240,4,double,word,wordletter,number,S10-E1241_00611.png,S10-E1241_00611.png,167,83,1,2
241,4,double,word,wordletter,number,S29-E3758_01432.png,S29-E3758_01432.png,247,187,1,2
242,4,double,word,wordletter,place,S13-E1671_01628.png,S13-E1671_01628.png,175,182,1,2
243,4,double,word,word,place,S07-E0892_02853.png,S07-E0892_02853.png,240,278,1,2
244,4,none,none,none,none,s009.png,s009.png,610,844,4,1
245,0,none,none,none,none,S43-E4326_02037.png,S43-E4326_02037.png,n/a,n/a,1,3
246,0,none,none,none,none,S43-E4326_00981.png,S43-E4326_00981.png,n/a,n/a,1,3
247,0,none,none,none,none,s007.png,s007.png,610,150,5,1
248,0,none,none,none,none,S43-E4324_01228.png,S43-E4324_01228.png,n/a,n/a,1,3
249,0,none,none,none,none,S43-E4326_02523.png,S43-E4326_02523.png,n/a,n/a,1,3
250,0,none,none,none,none,S35-E4067_01156.png,S35-E4067_01156.png,n/a,n/a,1,2
251,0,none,none,none,none,S44-E4418_02606.png,S44-E4418_02606.png,n/a,n/a,1,3
252,0,none,none,none,none,S44-E4418_00400.png,S44-E4418_00400.png,n/a,n/a,1,3
253,0,none,none,none,none,S44-E4409_02620.png,S44-E4409_02620.png,n/a,n/a,1,3
254,0,none,none,none,none,S44-E4409_01358.png,S44-E4409_01358.png,n/a,n/a,1,3
